"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Tsu"	"Vol"	"Country"	"Area"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Missing"	"Injuries"	"Damage ($Mil)"	"Houses Destroyed"	"Total Deaths"	"Total Missing"	"Total Injuries"	"Total Damage ($Mil)"	"Total Houses Destroyed"
"[""1200 <= Year >= 2021""]"																									
	1930	7	2	21			"BANGLADESH"		60	"BANGLADESH:  DHUBRI,ASSAM"	25.5	90		7.1	9										
	1930	7	5	23			"SPAIN"		130	"SPAIN:  MONTILLA"	37.8	-4.5		5.6											
	1930	7	18				"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  THARRAWADDY"	17.4	95.5				50									
	1930	7	19	15	1626		"INDONESIA"		60	"S. JAVA SEA"	-9.3	114.3	100	6.5											
	1930	7	23	0			"ITALY"		130	"ITALY:  IRPINIA"	41.1	15.4	7	6.5	10	1430				3188					
	1930	8	24	10			"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	30	100		5.5		200					200				
	1930	8	31	0	1627		"USA"	"CA"	150	"CALIFORNIA:  SOUTHERN"	34.03	-118.643	15	5.2	7						1				
	1930	9	11		1629		"INDONESIA"		170	"INDONESIA:  AMURANG ISLAND"	1.2	124.57			4										
	1930	9	21	23			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:"	25.8	98.4		6.5	8										
	1930	9	22				"TAJIKISTAN"		40	"TAJIKISTAN:  DUSHANBE (STALINABAD)"	38.4	68.5		6.3		175									
	1930	9	30	21	1630		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-4.423	145.46	35	6.6											
	1930	10	2				"IRAN"		140	"IRAN:  AH,MOBARAKABAD,AB ALI,SARPURAK"	35.8	52.1		5		1									
	1930	10	30	7	4223		"ITALY"		130	"ITALY:  SENIGALLIA"	43.667	13.267		5.9	9	18					18				
	1930	11	5		3620		"KENYA"		10	"MONGOLIA"	-4.05	39.667			5										
	1930	11	21	2			"ALBANIA"		130	"ALBANIA:  VLORE, HIMARE, KUC"	40.5	19.5	12	6	11	35		108		980					
	1930	11	25	19			"JAPAN"		30	"JAPAN:  HONSHU:  IDU"	35	139	19	7.1		259		1285		8099	259		1285		8099
	1930	12	2	13			"ALBANIA"		130	"ALBANIA:  VLORE, TEPELENE"	40.3	19.6	4	5	9	25									
	1930	12	3	18			"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  PYU"	18.2	96.4		7.3		36					36				
	1930	12	7	12			"ITALY"		130	"ITALY:  CENTRAL"	43.7	13.3			12										
	1930	12	8	8			"TAIWAN"		30	"TAIWAN:  TAINAN"	23.2	120.6		6.3		4				297	4				297
	1930	12	22	4			"TAIWAN"		30	"TAIWAN:  TAINAN"	23.2	120.6		5.5						121					121
	1930	12	23	21	1632		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-1.3	144.3	33	6.5							27		8		104
	1930	12	24	6			"ARGENTINA"		160	"ARGENTINA:  LA POMA"	-24.7	-66.3	30	6	8	39					39				
	1930	12	29	8	1634		"CHILE"		160	"CHILE:  NORTHERN"	-28.5	-71		6											
	1931	1	4				"GREECE"		130	"GREECE:  CORINTH-ISTHMIA (CORINTHIA)"	38	23		5.3	8										
	1931	1	15	1			"MEXICO"		150	"MEXICO:  OAXACA"	16.1	-96.8	50	7.9	10										
	1931	1	26	7			"ITALY"		130	"ITALY:  N"	44.3	10.1			12										
	1931	1	27	20			"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  KACHIN"	25.6	96.8	60	7.6											
	1931	1	28	5			"ALBANIA"		130	"ALBANIA:  KORCE"	40.6	20.8	33	5.8	9	90									
	1931	1	28	20			"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  KAMAING"	25.4	96.8			9										
	1931	2	1	6			"ITALY"		130	"ITALY:  N"	44.3	10.1			12										
	1931	2	2	22	1636		"NEW ZEALAND"		170	"NEW ZEALAND:  HAWKE BAY"	-39.772	176.025	35	7.7	9	261		400	25		261		400	25	
	1931	2	13	1	1637		"NEW ZEALAND"		170	"NEW ZEALAND:  N"	-39.5	177		7.1											
	1931	2	19		1638		"NEW ZEALAND"		170	"NEW ZEALAND:  N"	-39.5	177													
	1931	3	8	1			"GREECE"		130	"GREECE"	41	22.5	120	6.9	10										
	1931	3	9	3	1639		"JAPAN"		30	"JAPAN:  NEAR E COAST HONSHU"	40.5	142.5	60	7.7											
	1931	3	18	8	1640		"CHILE"		160	"CHILE:  CENTRAL"	-32.5	-72	33	7.1											
	1931	3	19	6			"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  LAOAG,BACARRA,VIGAN,BATAC"	18.3	120.2		6.9	9										
	1931	3	26	23			"ITALY"		130	"ITALY:  N"	44.9	11.4			12										
	1931	3	31	16			"NICARAGUA"		100	"NICARAGUA:  MANAGUA"	13.2	-85.7		5.6		2450			15						
	1931	4	21	15			"ITALY"		130	"ITALY:  N"	44.4	11.6			12										
	1931	4	24	22			"ITALY"		130	"ITALY:  N"	46.3	12.5			12										
	1931	4	27	16			"ARMENIA"		40	"ARMENIA:  ZANGEZUR, NAKHITCHEVAN"	39.2	46	22	6.3	8	2890									
	1931	6	7	0	4300		"UK"		70	"UK:  SCARBOROUGH, GRIMSBY"	54	1.067	70	6	8										
	1931	7	6	0			"ITALY"		130	"ITALY:  SICILY"	37.7	15.1			12										
	1931	8	7	2	1641		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-3.417	142.077	35	7											
	1931	8	10	21			"CHINA"		40	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N"	47.1	89.8	25	8	11	10000					10000				
	1931	8	27	15			"PAKISTAN"		60	"PAKISTAN:  MACH,BALUCHISTAN"	29.8	67.3	60	7.4											
	1931	9	14	0			"ITALY"		130	"ITALY:  CENTRAL"	42.7	13			12										
	1931	9	21	2			"JAPAN"		30	"JAPAN:  HONSHU"	36.1	139.2	20	7		16									
	1931	9	25	5	1644		"INDONESIA"		60	"SW. SUMATRA"	-5	102.75		7.4	8										
	1931	10	3	19	1645		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS:  SAN CRISTOBAL ISLAND"	-10.932	161.016	35	7.8							50				
	1931	10	10	0			"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-9.968	161.194	50	7.7											
	1931	11	2	10	1646		"JAPAN"		30	"JAPAN:  KYUSHU"	32	131.5	60	7.5		1				14	1				14
	1932	1	20	2			"PERU"		160	"PERU"	-12	-77.5	100	6.8	9										
	1932	2	3	6	1648		"CUBA"		90	"CUBA: SANTIAGO DE CUBA"	20	-75.8		5.4		8									
	1932	3	6				"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	30.1	101.8		6	8	200					200				
	1932	3	8	18			"FIJI"		170	"FIJI ISLANDS:  KORO,MUDU,SUVASAVU"	-17.5	179.6		6.2	7										
	1932	4	6	9			"CHINA"		30	"CHINA:  HUBEI PROVINCE"	31.4	115	15	6	8	6		27			6		27		
	1932	5	14	13			"INDONESIA"		170	"INDONESIA:  SULAWESI:  KAKAS,LANGOWAN,POSO,TONDANO"	0.5	126		7.4	7	6		115		592	6		115		592
	1932	5	20	19			"IRAN"		140	"IRAN:  TORBET-I-KHEYDARLY"	36.6	53.4	12	5.4	8	1070									
	1932	5	21	10			"NICARAGUA"		100	"NICARAGUA:  NEAR WEST COAST"	12	-87.5	90	7.6											
	1932	5	26	16			"KERMADEC ISLANDS (NEW ZEALAND)"		170	"KERMADEC ISLANDS"	-25.5	179.2	600	7.9											
	1932	6	3	10	1649		"MEXICO"		150	"MEXICO:  NEAR COAST OF JALISCO"	19.623	-103.919	35	8.1	10	400		120			400		120		
	1932	6	18	10	1651		"MEXICO"		150	"MEXICO:  CENTRAL, COLIMA"	19.081	-103.631	15	7.8	10										
	1932	6	22	12	1652		"MEXICO"		150	"MEXICO:  CENTRAL"	19.242	-104.383	25	7.7						400	75		100		400
	1932	8	14	4			"MYANMAR (BURMA)"		60	"MYANMAR; INDIA:  ASSAM"	26	95.5	120	7											
	1932	8	24	12			"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  BAGUIO,BAUANG,LA UNION"	16.5	120.5			7										
	1932	9	9	13	1653		"INDONESIA"		170	"INDONESIA:  AMBON ISLAND, CERAM ISLAND"	-3.57	128.35	17		7					73					73
	1932	9	15	13	1654		"NEW ZEALAND"		170	"NEW ZEALAND:  GISBORNE, WAIROA"	-39	177.5		6.8				5					5		
	1932	9	26	19	1655		"GREECE"		130	"GREECE: HIERISSOS-STRANTONION (CHALKIDIKI)"	40.5	23.9	35	6.9	10	161		669		4106	161		669		4106
	1932	9	29	3			"GREECE"		130	"GREECE:  CHALKIDIKI"	40.5	23.8		6.2	11										
	1932	11	2				"PACIFIC OCEAN"		170	"PACIFIC OCEAN:  N"	-32	-131.5		7.5											
	1932	11	4		1656		"VENEZUELA"		90	"VENEZUELA: CUMANA"	10.5	-64.2													
	1932	11	10		2455		"USA"	"NY"	150	"NEW YORK:  WILLETTS POINT"															
	1932	12	20				"USA"	"NV"	150	"NEVADA:  CEDAR MOUNTAIN"	38.7	-117.8		7.2	12										
	1932	12	25	2			"CHINA"		30	"CHINA:  GANSU PROVINCE"	39.7	96.7		7.6	10	275		320		1167	275		320		1167
	1932						"EL SALVADOR"		100	"EL SALVADOR:  ZACATECOLUCA,SAN JUAN,NONUALCO"	13.3	-88.5													
	1932						"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	31.8	102.2		5	7										
	1933	2	23	8	1659		"CHILE"		160	"CHILE"	-20	-71	40	7.6											
	1933	2	26	21			"ITALY"		130	"ITALY:  SICILY"	37.4	13			12										
	1933	3	2	17	1661		"JAPAN"		30	"JAPAN:  SANRIKU"	39.224	144.622	35	8.4							3022				6000
	1933	3	11	1	1662		"USA"	"CA"	150	"CALIFORNIA:  LONG BEACH"	33.62	-117.97	16	6.3	9	120			41		120			41	
	1933	4	23	5	1663		"GREECE"		130	"GREECE:  DODECANESE ISLANDS"	36.759	27.299	15	6.4	10	181		600			181		600		
	1933	5	19		3603		"TOGO"		10	"TOGO:  GOLD COAST"	6.9	0.6													
	1933	5	21	10			"EL SALVADOR"		100	"EL SALVADOR:  SAN SALVADOR"	12	-87.5	90	6.9											
	1933	6	18	21	1664		"JAPAN"		30	"SANRIKU, JAPAN"	38.1	142.4	20												
	1933	6	24	21			"INDONESIA"		60	"INDONESIA:  S SUMATERA"	-5.151	104.528	20	7.5											
	1933	6	25	5			"INDONESIA"		60	"INDONESIA:  S SUMATERA"	-5.007	104.501	20	5.8	9										
	1933	8	25	7			"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	31.9	103.4		7.5	10	9300					9300				
	1933	9	20				"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	29.5	102.5		5	6	200				30	200				30
	1933	9	26	3			"ITALY"		130	"ITALY:  CENTRAL"	42	14.2	33		9	10									
	1933	10	2	15	1665		"ECUADOR"		160	"ECUADOR"	-2	-81	33	6.9											
	1933	11	3	4			"CHILE"		160	"CHILE"	-22	-70.5	70	5.5	10										
	1933	11	20	23			"CANADA"		150	"CANADA:  BAFFIN BAY"	73.122	-70.014	15	7.7											
	1933	11	28	11			"IRAN"		140	"IRAN:  BAHABAD,ALIABAD,RAHIMABAD,KHAIRABAD"	32.1	56	27	6.3		4									
	1933	12	12	14	4882		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA"	-5	151													
	1934	1	12	13			"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	23.7	102.7		6	8	1		14			1		14		
	1934	1	15	8	1668		"NEPAL"		60	"NEPAL; INDIA:  BIHAR"	26.773	86.762	35	8	11	10600					10600				
	1934	1	20	17			"CHINA"		30	"CHINA:  NEI MONGOL:  WU-YUAN"	41	108.8		6.3	8										
	1934	2	14	3	1669		"PHILIPPINES"		170	"PHILIPPINES:  LUZON"	17.5	119	22	7.9											
	1934	3	5	11			"NEW ZEALAND"		170	"NEW ZEALAND:  NORTH ISLAND"	-40.5	175.5	60	7.5											
	1934	3	12	15			"USA"	"UT"	150	"UTAH"	41.7	-112.8		6.6	8	2					2				
	1934	6	2		2771		"ICELAND"		120	"ICELAND"	66	-18.25			8										
	1934	7	18	1	1671		"PANAMA"		100	"PANAMA-COSTA RICA"	8	-82.5	60	7.7				4	0.05				4	0.05	
	1934	7	18	19	1673		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS"	-11.907	166.731	35	7.8											
	1934	7	21	6	1674		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS; NEW CALEDONIA"	-11.139	165.503	35	7.1											
	1934	8	11	8			"TAIWAN"		30	"TAIWAN:  YILAN"	24.8	121.5		6.5		3				6	3				6
	1934	11	27				"TURKEY"		140	"TURKEY:  KURDISTAN:  DIYARBAKIR (MOUCHE DIARBEKIR)"	37.919	40.211				100									
	1934	11	30	2	3308		"MEXICO"		150	"MEXICO:  JALISCO"	18.5	-105.5	5	7											
	1934	12	3				"HONDURAS"		100	"HONDURAS:  SAN JORGE, LA ENCARNACION, SAN FERNANDO"	15	-89													
	1934	12	4	17	1676		"CHILE"		160	"CHILE:  IQUIQUE, PISAGUA, SAPIGA, NEGRERO"	-19.5	-69.5	130	6.9											
	1934	12	12	14	1677		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL"	-4.2	152.2													
	1934	12	15				"TURKEY"		140	"TURKEY:  KURDISTAN:  DIYARBAKIR (DIARBEKIR)"	37.919	40.211				20									
	1934	12	24	15			"AZORES (PORTUGAL)"		130	"AZORES:  ATLANTIC"	38.2	-20.6			10										
	1934	12	31				"USA"	"CA"	150	"CALIFORNIA:  BAJA,IMPERIAL VALLEY"	31.8	-115.5		7.1	10										
	1935	1	4	14			"TURKEY"		140	"TURKEY"	40.5	27.5	7	6.2	10	5									
	1935	2	25	2			"GREECE"		130	"GREECE:  NEAPOLIS-ANOGNIA (CRETE)"	35.8	25		6.7	8										
	1935	3	5	10			"IRAN"		140	"IRAN:  ALBORZ"	35.982	52.953	15	6	7	60					60				
	1935	4	11	23			"IRAN"		140	"IRAN:  KEVSUT, ALBORZ, SARI"	36.586	53.65	15	6.4	9	690					690				
	1935	4	20	22			"TAIWAN"		30	"TAIWAN:  MIALOI"	24.3	120.8		6	8	3276		12053		17907	3276		12053		17907
	1935	4	28				"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	29.4	102.3		6	8	2					2				
	1935	5	1	10			"TURKEY"		140	"TURKEY:  KIGI"	39.3	40.6		6.1		540									
	1935	5	4	23			"TAIWAN"		30	"TAIWAN:  XINZHU"	24.8	120.8		6				37		28			37		28
	1935	5	30	21	1679		"PAKISTAN"		60	"PAKISTAN:  QUETTA"	29.5	66.8	33	7.5	10	60000			25		60000			25	
	1935	6	7	2			"TAIWAN"		30	"TAIWAN:  TAIZHONG"	24.2	120.5		5.8				5		15			2		15
	1935	7	11	18			"JAPAN"		30	"JAPAN:  HONSHU"	35	138	10	6.3		9									
	1935	7	16	16			"TAIWAN"		30	"TAIWAN:  XIINZHU"	24.6	120.8	30	6.5		2746		6004		30000	2746		6004		30000
	1935	7	19	0	1678		"JAPAN"		30	"JAPAN"	36.6	141.4													
	1935	8	7	9			"COLOMBIA"		160	"COLOMBIA:  FUNES"	1.11	-77.34	10	6.1	8	8					8				
	1935	8	10	5			"ITALY"		130	"ITALY:  CENTRAL"	42.9	12.7			12										
	1935	9	11	14			"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	43	146.5	55	7.6											
	1935	9	20	1	1683		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  N-CENTRAL"	-3.824	141.416	30	7.8											
	1935	10	12	16	1684		"JAPAN"		30	"SANRIKU, JAPAN"	39.9	143.7	10												
	1935	10	18	0	1685		"JAPAN"		30	"SANRIKU, JAPAN"	40.7	144.3	10												
	1935	10	19	4			"USA"	"MT"	150	"MONTANA:  HELENA"	46.6	-112		6.2	8	2			19	300	2			19	300
	1935	10	31	18			"USA"	"MT"	150	"MONTANA:  HELENA"	46.6	-112		6	8	2			6		2			6	
	1935	11	1	16			"VIETNAM"		30	"VIETNAM: DIEN BIEN PHU"	21.185	103.77	15	6.8	9										
	1935	11	25	10	1688		"INDONESIA"		60	"INDONESIA:  CELEBES SEA"	5.5	94		6.5											
	1935	12	14				"MEXICO"		150	"MEXICO:  TUXTLA GUTIERREZ,GUERRERO,MEXICO CITY"	16.5	-93.1													
	1935	12	15	7			"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-9.8	161	60	7.6											
	1935	12	18	7	3580		"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	28.7	103.6		6	8	100					100				
	1935	12	28	2	1689		"INDONESIA"		60	"INDONESIA:  N SUMATERA:  BATU I,PADANG,SIBOLGA"	0	98.25	33	7.9	8										
	1936	1	9	9			"COLOMBIA"		160	"COLOMBIA"	1.1	-77.6	10	5.6	7	250					250				
	1936	2	7	8			"CHINA"		30	"CHINA:  GANSU PROVINCE"	35.4	103.4		6.8	9					9650					9650
	1936	4	1	2	1690		"INDONESIA"		170	"INDONESIA:  TALAUD ISLANDS"	4.5	126.5	60	7.7	9			3		169			3		169
	1936	4	1				"CHINA"		30	"CHINA:  GUANGXI PROVINCE"	22.5	109.4		6.8	9										
	1936	4	26	23			"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	28.6	103.6		6.8	9										
	1936	6	30	15			"RUSSIA"		50	"RUSSIA:  KOMANDORSKY ISLAND"	55	165	20	7.2	10										
	1936	6	30	19			"IRAN"		140	"IRAN:  ABIZ, SARBISHEH"	33.734	60.405	15	6.1	7	12					12				
	1936	7	3	21			"SOUTH KOREA"		30	"SOUTH KOREA"	35.2	127.6		5		9									
	1936	7	13	11	1691		"CHILE"		160	"CHILE:  TALTAL"	-24.5	-70	60	7.3		1		40			1		40		
	1936	8	1	6			"CHINA"		30	"CHINA:  GANSU PROVINCE"	34.2	105.7		6	8	115		31		4459	115		31		4459
	1936	8	17				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	26.6	103		5.5	7	30					30				
	1936	8	22	6			"TAIWAN"		30	"TAIWAN"	22.3	120.8		7.2		10		10		15			10		15
	1936	8	23	21	1692		"INDONESIA"		60	"INDONESIA:  BANDA ACEH,LHOK SUKON,LHOKSEMAWE"	6.1	94.7		7.3	8	9		20			9		20		
	1936	9	9				"INDONESIA"		60	"INDONESIA:  N SUMATERA:  TAPANULI, KARO"	3.5	97.5			8	17					17				
	1936	11	2	20	1695		"JAPAN"		30	"SANRIKU, JAPAN"	38.2	142.2	40												
	1936	11	11	17			"CHINA"		40	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  S"	39.5	74.2		5.5											
	1936	11	13	12	1696		"RUSSIA"		50	"RUSSIA:  NEAR KAMCHATKA"	55.2	164		7.3	10										
	1936	12	19				"EL SALVADOR"		100	"EL SALVADOR:  SAN VICENTE"	13.2	-88.7				400									
	1936	12	27				"JAPAN"		30	"JAPAN:  NII JIMA"	34.4	139.2				3									
	1937	1	7	13			"CHINA"		30	"CHINA:  QINGHAI PROVINCE"	35.5	97.6	60	7.5	10										
	1937	1	12				"NICARAGUA"		100	"NICARAGUA:  CHINANDEGA,PORT CORINTO"	12.6	-87.2													
	1937	2	10	18			"ALGERIA"		15	"ALGERIA:  GUELMA, LAPAINE"	36.4	7.5		5.2	8										
	1937	2	21	7			"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	44.5	149.4	45	7.6											
	1937	4	16	3			"FIJI"		170	"FIJI ISLANDS"	-21.5	-177	400	8.1											
	1937	5	28		1698	1346	"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  KERAVIA, RABAUL, KOKOPO"	-4.271	152.203			8						507				
	1937	7	26	3			"MEXICO"		150	"MEXICO:  CENTRAL, PUEBLA:  ESPERANZA, VERACRUZ"	18.8	-97.5		7.7		34									
	1937	7	31	20			"CHINA"		30	"CHINA:  SHANDONG PROVINCE"	35.4	115.1		7	9	390					390				
	1937	8	20	11	1699		"PHILIPPINES"		170	"PHILIPPINES:  LUZON"	14.5	121.5	60	7.5	8	1		200			1		200		
	1937	9	15				"CHINA"		30	"CHINA:  SHANXI PROVINCE"	37.8	112.5		5	7										
	1937	9	21	21	1701		"RUSSIA"		50	"RUSSIA:  KAMCHATKA"	56	162.5	33												
	1937	9	27	8			"INDONESIA"		60	"INDONESIA:  JAVA:  JOGYAKARTA:  KLUMPIT,PRAMBANAN"	-9.4	110.2	70	7.2	9	1				326	1				326
	1937	10	5				"MEXICO"		150	"MEXICO:  CHILPANCINGO,TIXTLA"	17.3	-99.3													
	1937	11	6		1703		"INDONESIA"		170	"INDONESIA:  NEW GUINEA:  FAKFAK"	-3	132.3	33												
	1937	11	14	10			"AFGHANISTAN"		40	"AFGHANISTAN:  HINDU KUSH"	36.5	70.5	240	7.2	7										
	1937	12	8	8			"TAIWAN"		30	"TAIWAN:  TAIDONG"	22.9	121.2		7				1		5			1		5
	1937	12	23	13			"MEXICO"		150	"MEXICO:  GUERRERO:  OMETEPEC"	16.7	-98.5	60	7.5		4									
	1937	12	24	6			"PERU"		160	"PERU:  HUANCABAMBA,OXAPAMPA,EL PROGRESO,SAN DAVID"	-10.637	-76.562	10	6.5	10	15				92	15				92
	1937	12	26				"EL SALVADOR"		100	"EL SALVADOR:  AHUACHAPAN,ATIQUIZAYA,TURIN,LA PUERTA"	13.5	-89.5													
	1938	1	2				"MEXICO"		150	"MEXICO:  OMETEPEC"	16.1	-98.3			7										
	1938	2	1	19	1704		"INDONESIA"		170	"INDONESIA:  NEW GUINEA"	-5.25	130.5	25	8.5											24
	1938	2	5	2			"COLOMBIA"		160	"COLOMBIA: EJE CAFETERO"	4.68	-75.69	150	7	8	6					6				
	1938	2	13		1705		"INDONESIA"		170	"INDONESIA:  NEW GUINEA:  FAKFAK"	-3	132.3													
	1938	3	6	1	1706		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA"	-5.1	153.1													
	1938	3	22	15	1707		"CANADA"	"BC"	150	"CANADA:  BRITISH COLUMBIA"	52.2	-131.9	16	6.3											
	1938	4	19	10			"TURKEY"		140	"TURKEY:  KIRSEHIR"	39.4	33.8	33	6.7	10	224									
	1938	4	25	17			"NICARAGUA"		100	"NICARAGUA:  LEON,CHINANDEGA"	12.2	-86.9													
	1938	5	6	18			"NICARAGUA"		100	"NICARAGUA:  LEON (TELICA VOLCANO DESTROYED)"	12.3	-86.9													
	1938	5	12	15	1708		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA"	-6	147.8		7.5											
	1938	5	14	12			"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	21.7	99.5		6	8										
	1938	5	19	17	1710		"INDONESIA"		170	"INDONESIA:  SULAWESI ISLAND"	-1	120		7.6	9					942	17				942
	1938	5	23		1711		"JAPAN"		30	"JAPAN TRENCH"	36.7	141.4													
	1938	5	28	16	1714		"JAPAN"		30	"E. HOKKAIDO ISLAND, JAPAN"	43.6	144.3		6.1							1				7
	1938	6	10	9	1715		"JAPAN"		30	"JAPAN:  SW RYUKYU ISLANDS"	25.208	125.115	35	7.6											
	1938	6	28				"MEXICO"		150	"MEXICO:  TELOLOAPAN"	18.2	-99.5													
	1938	8	10	2			"ECUADOR"		160	"ECUADOR:  ALANGASI,SANGOLQUI,TINGO-PICHINCHA"	-0.3	-78.4	10	6.3	10										
	1938	11	5	8	1716		"JAPAN"		30	"JAPAN:  NEAR E COAST HONSHU"	37.1	141.7	30	7.7		1				20	1				20
	1938	11	5	10	1717		"JAPAN"		30	"JAPAN:  NEAR E COAST HONSHU"	37.2	141.7	30	7.6											
	1938	11	6	8	1718		"JAPAN"		30	"JAPAN:  OFF EAST COAST HONSHU"	37.5	142.2	0	7.5											
	1938	11	6	21	1719		"JAPAN"		30	"JAPAN:  NEAR E COAST HONSHU"	37	141.7	0	7.1											
	1938	11	9	2	1721		"JAPAN"		30	"JAPAN:  SANRIKU"	37.6	141.2	20												
	1938	11	10	20	1722		"USA"	"AK"	150	"ALASKA"	55.48	-158.37	25	8.2	6										
	1938	11	13	22	1725		"JAPAN"		30	"JAPAN:  SANRIKU"	37	141.5	60	6											
	1938	11	22	1	1727		"JAPAN"		30	"JAPAN:  SANRIKU"	36.7	142.1	10												
	1938	11	30	2	1728		"JAPAN"		30	"JAPAN:  SANRIKU"	37	142.2	50												
	1938	12	6	23			"TAIWAN"		30	"TAIWAN"	22.9	121.5		7						13					13
	1939	1	2	4			"TURKEY"		140	"TURKEY"	36.3	30.7		5.3											
	1939	1	25	3	1729		"CHILE"		160	"CHILE:  CHILLAN"	-36.25	-72.25	60	8.3	10	30000			920		30000			920	
	1939	1	27	20	3404		"ITALY"		130	"ITALY:  CALABRIA"	38.5	14.7	15												
	1939	1	30	2	1730		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND"	-7.08	155.386	35	7.7		5					5				
	1939	3	20	3	1731		"JAPAN"		30	"SEIKAIDO, JAPAN"	32.3	132	20	6.6							1				1
	1939	4	18	6	1732		"CHILE"		160	"CHILE:  NORTH CENTRAL"	-27	-70.5	100	7.4											
	1939	4	30	2	1733		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-9.295	159.234	35	7.9							12				
	1939	5	1	5	1734		"JAPAN"		30	"JAPAN:  HONSHU:  NW"	40.1	139.5		7		27		52		479	27		52		479
	1939	5	6	17	1735		"PHILIPPINES"		170	"PHILIPPINES:  LUZON ISLAND, MINDOR ISLAND"	13.5	121.25	110	6.5	5										
	1939	5	8	1	4258		"AZORES (PORTUGAL)"		130	"AZORES:  ATLANTIC"	37.198	-24.356	16	6.7	10										
	1939	6	22	19	1736		"GHANA"		10	"GHANA:  ACCRA"	5.568	-0.625	13	6.4	9	22		130		1500	22		130		1500
	1939	6	24	4			"PERU"		160	"PERU:  POMACANCHI"	-12.5	-72				37		40			37		40		
	1939	8	15	3	1737		"CUBA"		90	"CUBA: SANTA CLARA"	22.2	-79.1		5.6	8										
	1939	9	19				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.4	102.5		5.5	7	2					2				
	1939	9	21	0			"TURKEY"		140	"TURKEY"	39.1	26.8		6.5	9	41									
	1939	10	11	14			"PERU"		160	"PERU:  CHUQUIBAMBA"	-15.305	-72.19	120		7										
	1939	11	21	8			"TURKEY"		140	"TURKEY:  ERZINCAN"	39.7	40.4	80	5.9	7	13									
	1939	11	21	11			"AFGHANISTAN"		40	"AFGHANISTAN"	36.3	70.6	220	6.9											
	1939	12	21	21	1738		"INDONESIA"		170	"INDONESIA:  CENTRTAL SULAWESI:  KALO,LUWUK,SULA I"	0	123	150	8											
	1939	12	26	23	2301		"TURKEY"		140	"TURKEY:  ERZINCAN"	39.77	39.533	35	7.7	12	32700		100000	20	120000	32700		100000	20	120000
	1940	1	15	13	3400		"ITALY"		130	"ITALY"	38.1	13.5	15	4.8	8										
	1940	1	15				"ARGENTINA"		160	"ARGENTINA:  SAN JUAN"	-31	-69													
	1940	1	19	5			"CHINA"		30	"CHINA:  NEI MONGOL"	42.7	121.3		6											
	1940	2	20				"NICARAGUA"		100	"NICARAGUA:  CORINTO,CHINANDEGA"	12.5	-87.5													
	1940	2	20				"TURKEY"		140	"TURKEY:  KAYSERI,DEVELI"	38.4	35.5			9	37									
	1940	4	6	13			"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	23.9	102.3		6	8	181		475		11556	181		475		11556
